MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo
23632912,311037800,2015-01-31 23:51:33,48.42246,-123.37353,0.0,-94.5,142.0,VICTORIA CLIPPER IV,IMO9059999,C6YL9,1012.0,moored,40.0,10.1,2.4,60.0
23629397,316010312,2015-01-31 23:51:31,48.38007,-123.51077,0.1,195.9,511.0,RAMPART,,CFK9385,1019.0,,0.0,0.0,0.0,
23613047,316005724,2015-01-31 23:51:28,48.41471,-123.38551000000001,0.1,171.1,511.0,CHARLES H CATES IV,,,1025.0,under way using engine,14.23,5.36,1.71,52.0
24363860,316013431,2015-01-31 23:51:27,48.414629999999995,-123.38627,0.0,-165.2,246.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
23627746,367565030,2015-01-31 23:51:26,48.122890000000005,-123.44417,0.4,40.4,511.0,WAVE WALKER,,WDG7216,1019.0,,19.81,0.0,0.0,
23653260,316005175,2015-01-31 23:51:17,48.414590000000004,-123.38653000000001,0.0,-166.4,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23627225,366825190,2015-01-31 23:51:12,48.140570000000004,-123.42562,0.0,-150.2,293.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
23615641,369077000,2015-01-31 23:51:10,48.22684,-123.87608999999999,8.5,102.0,103.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
23609644,352910000,2015-01-31 23:51:08,48.25595,-123.59993,13.4,-129.6,277.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23652428,316003537,2015-01-31 23:51:01,48.37385,-123.71906000000001,0.0,0.0,511.0,VIKING QUEEN,,VG4675,1001.0,,15.24,4.88,2.16,
23632774,316003657,2015-01-31 23:51:00,48.41475,-123.38602,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
23614096,316011773,2015-01-31 23:50:58,48.43312,-123.43372,0.0,-67.6,165.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
23614617,366824910,2015-01-31 23:50:57,48.140679999999996,-123.4255,0.0,203.5,293.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
23634184,366980250,2015-01-31 23:50:39,48.13609,-123.46133,0.0,-168.3,511.0,BRIAN S,IMO8841943,WCP9410,1025.0,moored,30.05,8.84,3.51,31.0
23614533,316002500,2015-01-31 23:50:37,48.43104,-123.376,0.0,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
23613270,338899000,2015-01-31 23:50:35,48.12571,-123.44476,0.0,-117.3,113.0,COMMITMENT,IMO9369411,WDE3894,1025.0,moored,40.05,12.8,6.86,31.0
23652101,316013711,2015-01-31 23:50:34,48.43975,-123.44742,0.0,-153.9,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
23631589,367001670,2015-01-31 23:50:31,48.12549,-123.45228999999999,0.0,-115.2,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
23652265,351752000,2015-01-31 23:50:27,48.33847,-123.36528,0.1,33.0,85.0,CIELO DI AMALFI,IMO9374349,3ENR2,1004.0,at anchor,177.85,28.6,10.87,91.0
23625268,316021382,2015-01-31 23:50:23,48.42341,-123.38427,0.0,-174.1,511.0,BLACK HAWK II,,,,,12.8,5.64,2.01,
23632382,316013431,2015-01-31 23:50:16,48.41465,-123.38628999999999,0.0,-161.3,246.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
23614486,316005724,2015-01-31 23:50:08,48.41472,-123.38551000000001,0.1,177.1,511.0,CHARLES H CATES IV,,,1025.0,under way using engine,14.23,5.36,1.71,52.0
23612952,366825190,2015-01-31 23:50:00,48.14055,-123.42562,0.2,-152.7,294.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
24364875,369077000,2015-01-31 23:50:00,48.22729,-123.88016999999999,8.5,98.0,99.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
24363349,316005175,2015-01-31 23:49:58,48.41458,-123.38656,0.0,-163.6,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23612191,352910000,2015-01-31 23:49:57,48.25517,-123.59342,13.4,-129.6,278.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23627743,367565030,2015-01-31 23:49:57,48.12293,-123.4439,0.3,40.4,511.0,WAVE WALKER,,WDG7216,1019.0,,19.81,0.0,0.0,
23614384,316003657,2015-01-31 23:49:51,48.41475,-123.38602,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
24364338,211378360,2015-01-31 23:49:49,48.133379999999995,-123.43395,0.0,-147.6,262.0,HANJIN OTTAWA,IMO9200718,DANM,1004.0,at anchor,278.08,40.3,14.0,79.0
23629755,366824910,2015-01-31 23:49:48,48.140679999999996,-123.4255,0.0,-140.7,292.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
24363835,316011773,2015-01-31 23:49:47,48.43312,-123.43371,0.0,-186.6,165.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
23624941,316004039,2015-01-31 23:49:44,48.42468,-123.37149,0.0,0.0,511.0,MAPLE LEAF,,VA4KIU,,,18.14,4.48,2.38,
24363675,367086320,2015-01-31 23:49:40,48.06179,-123.039,0.0,0.0,511.0,MALAIKA,,WDC8392,1019.0,,12.8,3.8,0.0,
23608752,368168000,2015-01-31 23:49:34,48.12562,-123.45301,0.0,202.4,30.0,SOLUTION,IMO9609809,WDF6808,1019.0,moored,43.53,7.9,2.37,
23633060,366910890,2015-01-31 23:49:32,48.13219,-123.4498,0.0,23.5,511.0,ADRIATIC SEA,IMO7716969,WDB5553,1025.0,at anchor,38.41,10.37,4.18,52.0
23653505,367001670,2015-01-31 23:49:30,48.1255,-123.45223,0.0,-116.8,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
23609603,367528820,2015-01-31 23:49:29,48.12643,-123.45652,0.0,0.0,511.0,CABOLICIOUS,,WDG3703,1019.0,,10.52,0.0,0.0,
23629254,316002500,2015-01-31 23:49:27,48.43108,-123.37596,0.0,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
23631792,303436000,2015-01-31 23:49:25,48.124629999999996,-123.44041999999999,0.0,-158.8,253.0,W C PARK RESPONDER,IMO9043835,WBO8587,1011.0,moored,63.55,13.41,4.37,54.0
23625051,316013711,2015-01-31 23:49:24,48.43975,-123.44742,0.0,-163.1,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
23653300,316004410,2015-01-31 23:49:24,48.369890000000005,-123.72593,0.0,0.0,511.0,ELIZA JOYE,,,1001.0,,13.38,5.43,2.19,
23623165,234270000,2015-01-31 23:49:04,48.41467,-123.388,0.1,36.0,84.0,WAVE VENTURE,IMO8027810,MZDO7,1005.0,moored,141.5,19.41,6.1,70.0
23653317,316001538,2015-01-31 23:49:03,48.42328,-123.3843,0.0,158.2,511.0,JOHN STRICKLAND,,CZ4835,,moored,14.94,4.42,1.4,
23628239,316005724,2015-01-31 23:48:58,48.41472,-123.3855,0.1,182.7,511.0,CHARLES H CATES IV,,,1025.0,under way using engine,14.23,5.36,1.71,52.0
24363619,316011515,2015-01-31 23:48:57,48.4331,-123.43378999999999,0.0,148.1,165.0,HMCS WOLF,,CGBP,1018.0,moored,0.0,0.0,0.0,35.0
23632378,316013431,2015-01-31 23:48:56,48.414640000000006,-123.38625,0.0,-165.0,247.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
24364701,352910000,2015-01-31 23:48:56,48.25405,-123.58337,13.2,-130.6,276.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23610207,366825190,2015-01-31 23:48:52,48.14053,-123.4256,0.0,-156.3,294.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
23612301,369077000,2015-01-31 23:48:50,48.22767,-123.88434,8.6,98.0,99.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
23611569,316005175,2015-01-31 23:48:49,48.41458,-123.38656,0.0,-154.4,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
24363854,366824910,2015-01-31 23:48:37,48.140679999999996,-123.42549,0.0,-163.7,292.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
23613685,316003657,2015-01-31 23:48:31,48.41468,-123.386,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
23628920,316010312,2015-01-31 23:48:31,48.38007,-123.51077,0.1,195.9,511.0,RAMPART,,CFK9385,1019.0,,0.0,0.0,0.0,
23632466,367565030,2015-01-31 23:48:30,48.12271,-123.44411000000001,1.9,-194.2,511.0,WAVE WALKER,,WDG7216,1019.0,,19.81,0.0,0.0,
23614078,316011773,2015-01-31 23:48:29,48.43312,-123.43371,0.0,91.0,165.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
23627637,369272000,2015-01-31 23:48:24,48.12505,-123.44131000000002,0.0,-163.8,511.0,POLAR DISCOVERY,IMO9206114,WACW,1024.0,moored,272.69,46.2,17.52,80.0
23612845,367001670,2015-01-31 23:48:20,48.12547,-123.45233999999999,0.0,-119.7,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
23611379,316002500,2015-01-31 23:48:18,48.43108,-123.37593999999999,0.1,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
23634098,316013711,2015-01-31 23:48:13,48.43974,-123.44742,0.0,-165.9,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
23609841,316003537,2015-01-31 23:48:01,48.37386,-123.7191,0.0,0.0,511.0,VIKING QUEEN,,VG4675,1001.0,,15.24,4.88,2.16,
23612393,369077000,2015-01-31 23:47:49,48.227990000000005,-123.88786,8.4,98.0,98.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
23625811,352910000,2015-01-31 23:47:49,48.25388,-123.58173000000001,13.2,-130.6,277.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23611559,316005175,2015-01-31 23:47:48,48.414590000000004,-123.38654,0.0,-158.3,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23612973,366825190,2015-01-31 23:47:40,48.14055,-123.42562,0.0,-157.0,294.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
23652568,366980250,2015-01-31 23:47:38,48.136109999999995,-123.46133,0.1,-165.7,511.0,BRIAN S,IMO8841943,WCP9410,1025.0,moored,30.05,8.84,3.51,31.0
23624431,316018038,2015-01-31 23:47:36,48.42682,-123.39686,0.0,0.0,511.0,CIAO,,,1019.0,,13.5,4.82,1.32,
23631045,316013431,2015-01-31 23:47:36,48.414640000000006,-123.38627,0.0,-164.5,247.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
23612080,338899000,2015-01-31 23:47:35,48.12572,-123.44473,0.0,-117.3,113.0,COMMITMENT,IMO9369411,WDE3894,1025.0,moored,40.05,12.8,6.86,31.0
23654940,316003657,2015-01-31 23:47:30,48.41467,-123.38602,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
23608586,351752000,2015-01-31 23:47:29,48.33845,-123.36527,0.0,1.0,86.0,CIELO DI AMALFI,IMO9374349,3ENR2,1004.0,at anchor,177.85,28.6,10.87,91.0
23614068,316011773,2015-01-31 23:47:28,48.43312,-123.4337,0.0,-168.6,165.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
24363851,366824910,2015-01-31 23:47:27,48.14067,-123.42551999999999,0.0,-157.2,292.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
23625266,316021382,2015-01-31 23:47:25,48.42331,-123.38436999999999,0.0,-175.4,511.0,BLACK HAWK II,,,,,12.8,5.64,2.01,
23625325,316026746,2015-01-31 23:47:18,48.36985,-123.72592,0.0,14.2,511.0,EDGE,,,1001.0,,11.13,3.9,1.52,
23629144,316009747,2015-01-31 23:47:15,48.43345,-123.43393999999999,0.0,-140.9,162.0,HMCS RAVEN,,CGAM,1018.0,moored,0.0,0.0,0.0,35.0
24365052,316002500,2015-01-31 23:47:14,48.4311,-123.3759,0.0,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
23625258,367001670,2015-01-31 23:47:11,48.12543,-123.45238,0.0,-135.0,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
23651921,316005724,2015-01-31 23:47:07,48.41471,-123.3855,0.1,182.2,511.0,CHARLES H CATES IV,,,1025.0,under way using engine,14.23,5.36,1.71,52.0
23610388,316013711,2015-01-31 23:47:04,48.43974,-123.44742,0.0,-164.1,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
23653220,211378360,2015-01-31 23:46:51,48.13335,-123.43396000000001,0.0,-146.6,263.0,HANJIN OTTAWA,IMO9200718,DANM,1004.0,at anchor,278.08,40.3,14.0,79.0
23625785,352910000,2015-01-31 23:46:48,48.25323,-123.57621999999999,13.1,-130.6,278.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23610728,316004039,2015-01-31 23:46:46,48.42468,-123.37149,0.0,0.0,511.0,MAPLE LEAF,,VA4KIU,,,18.14,4.48,2.38,
23612244,369077000,2015-01-31 23:46:40,48.22838,-123.89193999999999,8.6,98.0,99.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
23630936,367086320,2015-01-31 23:46:39,48.06179,-123.039,0.0,0.0,511.0,MALAIKA,,WDC8392,1019.0,,12.8,3.8,0.0,
23653256,316005175,2015-01-31 23:46:37,48.41462,-123.38651000000002,0.0,-142.3,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23624936,366825190,2015-01-31 23:46:31,48.14055,-123.4256,0.0,-160.6,294.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
23611932,366910890,2015-01-31 23:46:31,48.13215,-123.44981000000001,0.0,5.2,511.0,ADRIATIC SEA,IMO7716969,WDB5553,1025.0,at anchor,38.41,10.37,4.18,52.0
23611612,316013431,2015-01-31 23:46:26,48.41466,-123.38626000000001,0.0,-164.9,247.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
23606528,303436000,2015-01-31 23:46:25,48.12465,-123.4404,0.0,-158.8,253.0,W C PARK RESPONDER,IMO9043835,WBO8587,1011.0,moored,63.55,13.41,4.37,54.0
23629017,316004410,2015-01-31 23:46:23,48.369890000000005,-123.72588999999999,0.0,0.0,511.0,ELIZA JOYE,,,1001.0,,13.38,5.43,2.19,
23611917,316011773,2015-01-31 23:46:19,48.43315,-123.43365,0.0,-173.6,165.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
23652962,366824910,2015-01-31 23:46:18,48.14067,-123.42551999999999,0.0,-162.9,293.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
23613732,316003657,2015-01-31 23:46:11,48.41472,-123.386,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
23611378,316002500,2015-01-31 23:46:07,48.4311,-123.37588999999998,0.0,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
23613027,316001538,2015-01-31 23:46:04,48.42326,-123.3843,0.0,135.9,511.0,JOHN STRICKLAND,,CZ4835,,moored,14.94,4.42,1.4,
23623160,234270000,2015-01-31 23:46:04,48.41467,-123.388,0.1,27.0,84.0,WAVE VENTURE,IMO8027810,MZDO7,1005.0,moored,141.5,19.41,6.1,70.0
23607346,367001670,2015-01-31 23:46:00,48.12547,-123.45226000000001,0.0,12.8,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
24363615,316011515,2015-01-31 23:45:56,48.4331,-123.43378999999999,0.0,-179.1,165.0,HMCS WOLF,,CGBP,1018.0,moored,0.0,0.0,0.0,35.0
23627946,368168000,2015-01-31 23:45:45,48.12558,-123.45305,0.0,202.4,30.0,SOLUTION,IMO9609809,WDF6808,1019.0,moored,43.53,7.9,2.37,
23652229,352910000,2015-01-31 23:45:39,48.25255,-123.57002,13.0,-130.6,277.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23612221,369077000,2015-01-31 23:45:38,48.22872,-123.89555,8.6,97.0,99.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
23623409,316013711,2015-01-31 23:45:35,48.43974,-123.44743000000001,0.0,-195.1,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
23654428,311037800,2015-01-31 23:45:33,48.42246,-123.37353,0.0,-188.7,141.0,VICTORIA CLIPPER IV,IMO9059999,C6YL9,1012.0,moored,40.0,10.1,2.4,60.0
23613025,316010312,2015-01-31 23:45:32,48.38006,-123.51075,0.1,195.9,511.0,RAMPART,,CFK9385,1019.0,,0.0,0.0,0.0,
23606012,366825190,2015-01-31 23:45:30,48.14056,-123.42558000000001,0.0,-155.6,294.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
23624622,367565030,2015-01-31 23:45:28,48.122440000000005,-123.44453999999999,0.7,-183.2,511.0,WAVE WALKER,,WDG7216,1019.0,,19.81,0.0,0.0,
23656263,316014919,2015-01-31 23:45:28,48.45263,-123.29556000000001,0.0,0.0,511.0,LYLA III,,CFK9071,1019.0,,11.25,4.06,1.52,
24363735,369272000,2015-01-31 23:45:23,48.1251,-123.44131000000002,0.0,-163.8,511.0,POLAR DISCOVERY,IMO9206114,WACW,1024.0,moored,272.69,46.2,17.52,80.0
24363345,316005175,2015-01-31 23:45:17,48.414590000000004,-123.38655,0.0,-160.2,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23606818,316013431,2015-01-31 23:45:16,48.41462,-123.38625,0.0,-165.5,247.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
24363848,366824910,2015-01-31 23:45:08,48.14067,-123.42551,0.0,-151.9,292.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
23611919,316011773,2015-01-31 23:45:08,48.43313,-123.43372,0.0,168.0,165.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
23628197,316003657,2015-01-31 23:45:01,48.41472,-123.38602,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
23630366,316003537,2015-01-31 23:45:00,48.37382,-123.71911999999999,0.0,41.8,511.0,VIKING QUEEN,,VG4675,1001.0,,15.24,4.88,2.16,
23632945,316005724,2015-01-31 23:44:58,48.4147,-123.38551000000001,0.1,179.2,511.0,CHARLES H CATES IV,,,1025.0,under way using engine,14.23,5.36,1.71,52.0
23629021,316002500,2015-01-31 23:44:57,48.43108,-123.37593999999999,0.0,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
23607343,367001670,2015-01-31 23:44:50,48.12545,-123.45236000000001,0.0,-82.4,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
23607287,366980250,2015-01-31 23:44:39,48.136109999999995,-123.46128,0.0,-167.0,511.0,BRIAN S,IMO8841943,WCP9410,1025.0,moored,30.05,8.84,3.51,31.0
24364641,352910000,2015-01-31 23:44:38,48.25197,-123.56468000000001,12.8,-131.6,277.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
24364354,316018038,2015-01-31 23:44:36,48.426809999999996,-123.39684,0.0,0.0,511.0,CIAO,,,1019.0,,13.5,4.82,1.32,
23627865,338899000,2015-01-31 23:44:34,48.12572,-123.44471999999999,0.0,-117.3,113.0,COMMITMENT,IMO9369411,WDE3894,1025.0,moored,40.05,12.8,6.86,31.0
23612212,369077000,2015-01-31 23:44:30,48.22907,-123.89962,8.6,97.0,99.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
24363520,351752000,2015-01-31 23:44:28,48.33848,-123.36522,0.0,1.0,85.0,CIELO DI AMALFI,IMO9374349,3ENR2,1004.0,at anchor,177.85,28.6,10.87,91.0
23626755,316021382,2015-01-31 23:44:25,48.423429999999996,-123.38425,0.0,-174.8,511.0,BLACK HAWK II,,,,,12.8,5.64,2.01,
23625143,316013711,2015-01-31 23:44:24,48.43974,-123.44743000000001,0.0,-173.4,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
23606005,366825190,2015-01-31 23:44:22,48.14055,-123.42557,0.1,-156.5,294.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
23634117,316026746,2015-01-31 23:44:20,48.36985,-123.72598,0.0,14.2,511.0,EDGE,,,1001.0,,11.13,3.9,1.52,
23653252,316005175,2015-01-31 23:44:07,48.41458,-123.38656,0.0,-137.0,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23652889,316013431,2015-01-31 23:44:07,48.41466,-123.38628,0.0,-165.2,247.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
23611916,316011773,2015-01-31 23:44:07,48.43313,-123.43371,0.0,-142.6,166.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
24363846,366824910,2015-01-31 23:43:58,48.14066,-123.42551999999999,0.0,-148.5,293.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
23610250,316003657,2015-01-31 23:43:51,48.41472,-123.38603,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
23652834,316002500,2015-01-31 23:43:48,48.431090000000005,-123.37592,0.0,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
23632944,316005724,2015-01-31 23:43:48,48.41471,-123.38551000000001,0.1,184.4,511.0,CHARLES H CATES IV,,,1025.0,under way using engine,14.23,5.36,1.71,52.0
23624050,211378360,2015-01-31 23:43:47,48.13332,-123.43399,0.0,-146.6,263.0,HANJIN OTTAWA,IMO9200718,DANM,1004.0,at anchor,278.08,40.3,14.0,79.0
23608372,316004039,2015-01-31 23:43:44,48.42468,-123.3715,0.0,0.0,511.0,MAPLE LEAF,,VA4KIU,,,18.14,4.48,2.38,
23610074,367001670,2015-01-31 23:43:40,48.12546,-123.45226000000001,0.0,20.1,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
23625683,367086320,2015-01-31 23:43:39,48.06179,-123.03901,0.0,0.0,511.0,MALAIKA,,WDC8392,1019.0,,12.8,3.8,0.0,
23624841,368168000,2015-01-31 23:43:33,48.1256,-123.45306000000001,0.0,202.4,30.0,SOLUTION,IMO9609809,WDF6808,1019.0,moored,43.53,7.9,2.37,
23609440,366910890,2015-01-31 23:43:32,48.13214,-123.44981000000001,0.0,-52.7,511.0,ADRIATIC SEA,IMO7716969,WDB5553,1025.0,at anchor,38.41,10.37,4.18,52.0
23634015,352910000,2015-01-31 23:43:29,48.25132,-123.55861999999999,12.7,-130.6,278.0,LEO FOREST,IMO9166211,3FPH8,70.0,under way using engine,177.0,29.0,6.4,70.0
23609567,367528820,2015-01-31 23:43:27,48.126459999999994,-123.4565,0.0,0.0,511.0,CABOLICIOUS,,WDG3703,1019.0,,10.52,0.0,0.0,
23627049,303436000,2015-01-31 23:43:25,48.124629999999996,-123.44041999999999,0.0,-158.8,253.0,W C PARK RESPONDER,IMO9043835,WBO8587,1011.0,moored,63.55,13.41,4.37,54.0
23628889,316004410,2015-01-31 23:43:21,48.369890000000005,-123.72594,0.0,0.0,511.0,ELIZA JOYE,,,1001.0,,13.38,5.43,2.19,
23606009,366825190,2015-01-31 23:43:21,48.140570000000004,-123.42558999999999,0.0,-151.1,294.0,PUGET SOUND,,WCZ5670,,reserved for future use (9),22.62,6.0,0.0,50.0
23652696,369077000,2015-01-31 23:43:19,48.22943,-123.90381000000001,8.5,98.0,99.0,HOS DOMINATOR,IMO9265811,WDA6788,1010.0,under way using engine,72.54,16.46,4.11,70.0
23630892,316013711,2015-01-31 23:43:14,48.43974,-123.44743000000001,0.0,-173.6,292.0,CFAV GLENDYNE,,CGNF,,under way using engine,29.0,0.0,0.0,
23605937,234270000,2015-01-31 23:43:04,48.41467,-123.388,0.2,181.0,84.0,WAVE VENTURE,IMO8027810,MZDO7,1005.0,moored,141.5,19.41,6.1,70.0
23623752,316005175,2015-01-31 23:43:01,48.41458,-123.38656,0.0,-140.2,511.0,PACIFIC PILOT TWO,,CG2436,,under way using engine,18.78,5.06,2.29,0.0
23602536,316011773,2015-01-31 23:42:58,48.43313,-123.43372,0.0,-191.6,166.0,HMCS GRIZZLY,,CGCA,1018.0,under way using engine,0.0,0.0,0.0,
23627006,316013431,2015-01-31 23:42:57,48.414629999999995,-123.38627,0.0,-163.1,247.0,PACIFIC SCOUT,,,,undefined,19.0,6.06,2.88,50.0
23608757,316011515,2015-01-31 23:42:56,48.4331,-123.4338,0.0,-185.7,165.0,HMCS WOLF,,CGBP,1018.0,moored,0.0,0.0,0.0,35.0
23629091,366824910,2015-01-31 23:42:47,48.14066,-123.42551,0.0,-115.9,292.0,JUAN DE FUCA,,WDA5852,1001.0,undefined,22.65,6.0,0.0,90.0
24363159,316116000,2015-01-31 23:42:46,48.43657,-123.42445,0.0,96.6,84.0,CCGS W E RICKER,IMO7809364,CG2965,1020.0,moored,58.0,9.53,3.85,51.0
23610249,316003657,2015-01-31 23:42:40,48.41473,-123.38603,0.0,0.0,511.0,SEASPAN FOAM,,,1025.0,under way using engine,17.68,6.1,2.44,
23629020,316002500,2015-01-31 23:42:38,48.43108,-123.37598999999999,0.0,-169.3,266.0,ORCA CHIEF,IMO9165499,CFL9619,1001.0,undefined,34.52,9.5,5.06,
23625306,311037800,2015-01-31 23:42:33,48.42246,-123.37353,0.0,-123.8,142.0,VICTORIA CLIPPER IV,IMO9059999,C6YL9,1012.0,moored,40.0,10.1,2.4,60.0
23621741,367001670,2015-01-31 23:42:32,48.12543,-123.45233999999999,0.0,-98.3,511.0,VULCAN,,WB4266,1025.0,under way using engine,21.98,5.5,0.0,52.0
24363730,369272000,2015-01-31 23:42:23,48.1251,-123.44128,0.0,-163.8,511.0,POLAR DISCOVERY,IMO9206114,WACW,1024.0,moored,272.69,46.2,17.52,80.0
