MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo
316011651,2015-01-01T00:03:45,49.28709,-123.10939,0.1,-87.0,511.0,BURRARD OTTER,IMO7530066,CZ8237,1012,undefined,34.2900,12.6500,2.0300,60
366773110,2015-01-01T00:04:22,48.59195,-122.93965,11.5,-78.5,331.0,WSF KLAHOWYA,IMO8836209,WK7107,1012,undefined,90.4300,22.2800,5.6400,
370155000,2015-01-01T00:00:01,49.01058,-123.16769,0.0,20.0,109.0,HL SUCCESS,IMO9490911,3FEY3,1004,moored,292.0000,45.0000,18.2200,70
316001234,2015-01-01T00:00:19,48.88137,-123.58237,8.9,88.0,90.0,HOWE SOUND QUEEN,IMO6418546,CY3842,1012,under way using engine,73.4600,18.4500,3.2000,60
316011651,2015-01-01T00:01:15,49.28710,-123.10941,0.1,-98.3,511.0,BURRARD OTTER,IMO7530066,CZ8237,1012,undefined,34.2900,12.6500,2.0300,60
366983830,2015-01-01T00:02:22,37.80045,-122.39782,0.0,-189.9,511.0,PERALTA,IMO8968260,WDB9847,1012,under way using engine,35.0000,10.0000,2.1000,60
373558000,2015-01-01T00:04:27,48.51209,-124.81980,14.8,-140.8,268.0,TWINLUCK SW,IMO9473767,3FCW3,1004,under way using engine,175.5300,29.4000,9.6200,
366985270,2015-01-01T00:01:18,37.82110,-122.41154,12.0,133.9,134.0,HARBOR EMPEROR,,WCY6430,1012,under way using engine,25.3000,9.8000,0.0000,
316001234,2015-01-01T00:01:30,48.88138,-123.57823,6.9,91.0,92.0,HOWE SOUND QUEEN,IMO6418546,CY3842,1012,under way using engine,73.4600,18.4500,3.2000,60
366985270,2015-01-01T00:02:22,37.81860,-122.40842,11.7,148.8,154.0,HARBOR EMPEROR,,WCY6430,1012,under way using engine,25.3000,9.8000,0.0000,
366985270,2015-01-01T00:03:26,37.81526,-122.40760,11.8,179.6,186.0,HARBOR EMPEROR,,WCY6430,1012,under way using engine,25.3000,9.8000,0.0000,
366983830,2015-01-01T00:03:31,37.80044,-122.39784,0.1,-189.9,511.0,PERALTA,IMO8968260,WDB9847,1012,under way using engine,35.0000,10.0000,2.1000,60
316004410,2015-01-01T00:04:00,48.36989,-123.72595,0.0,0.0,511.0,ELIZA JOYE,,,1001,,13.3800,5.4300,2.1900,
367432060,2015-01-01T00:02:19,48.75666,-122.50459,0.0,0.0,511.0,,,,,,,,,
366976920,2015-01-01T00:02:20,47.26228,-122.43223,0.0,-121.4,511.0,WEDELL FOSS,IMO8127531,WRB3696,1025,under way using engine,30.4800,10.9700,3.5000,
316014014,2015-01-01T00:02:22,49.28623,-123.10063,0.1,-122.3,511.0,TAKAYA,,VG2773,,under way using engine,14.8500,5.0000,2.1500,33
229057000,2015-01-01T00:02:48,46.04485,-122.88238,0.0,68.0,172.0,,,,,at anchor,,,,
354162000,2015-01-01T00:03:29,49.28455,-123.17789,0.0,73.5,320.0,,,,,at anchor,,,,
338042854,2015-01-01T00:03:32,47.64614,-122.32798,0.0,0.0,511.0,,,,,undefined,,,,
366985330,2015-01-01T00:03:36,37.80955,-122.41213,0.0,-124.4,149.0,,,,,under way using engine,,,,
367446870,2015-01-01T00:04:08,47.66533,-122.38697,0.2,89.9,511.0,,,,,,,,,
366900240,2015-01-01T00:00:25,47.61378,-122.45697,12.1,84.6,511.0,,,,,,,,,
367086640,2015-01-01T00:00:52,47.65719,-122.37019,0.0,0.0,511.0,,,,,,,,,
366710810,2015-01-01T00:00:07,47.79485,-122.49434,0.0,-114.0,302.0,,,,,under way using engine,,,,
338144542,2015-01-01T00:01:16,47.67878,-122.41063,0.0,-69.4,511.0,,,,,,,,,
366860000,2015-01-01T00:00:04,47.63117,-122.38378,0.0,137.0,358.0,ARCTIC FJORD,IMO7391305,WRKW,1001,under way using engine,82.9500,13.4200,5.5800,30
338042854,2015-01-01T00:01:12,47.64609,-122.32797,0.0,0.0,511.0,,,,,undefined,,,,
372789000,2015-01-01T00:01:15,45.93687,-122.80423,12.5,-53.6,356.0,TRANSFORMER OL,IMO9550216,3EZY5,1004,under way using engine,169.3700,27.2300,9.8200,70
316021315,2015-01-01T00:01:21,49.29234,-122.87797,0.0,-49.6,511.0,DEMAC II,,,,,8.7500,3.7200,1.3100,
338142414,2015-01-01T00:01:16,37.86870,-122.49626,0.1,191.2,511.0,,,,,,,,,
366986010,2015-01-01T00:01:24,48.75458,-122.49333,0.0,0.0,511.0,,,,,under way using engine,,,,
357215000,2015-01-01T00:01:31,49.30477,-123.05992,0.0,174.3,68.0,,,,,moored,,,,
367480130,2015-01-01T00:01:47,45.60988,-122.66493,0.0,0.0,511.0,R PARADISE,,WDF7008,1019,,24.0800,6.7000,0.0000,
338127798,2015-01-01T00:01:58,47.65617,-122.38021,0.0,124.9,511.0,,,,,,,,,
