time_1,mmsi_1,time_2,mmsi_2
2015-01-01T00:03:31,366824910,2015-01-01T00:04:34,316013431
2015-01-01T00:03:31,366824910,2015-01-01T00:02:35,316013539
2015-01-01T00:00:04,316013431,2015-01-01T00:03:33,316013431
2015-01-01T00:00:04,316013431,2015-01-01T00:01:13,316013431
2015-01-01T00:00:04,316013431,2015-01-01T00:00:01,366824910
2015-01-01T00:00:04,316013431,2015-01-01T00:03:44,316013539
2015-01-01T00:00:04,316013431,2015-01-01T00:00:06,316024871
2015-01-01T00:00:04,316013431,2015-01-01T00:02:20,366824910
2015-01-01T00:00:04,316013431,2015-01-01T00:04:34,316013431
2015-01-01T00:00:04,316013431,2015-01-01T00:02:35,316013539
2015-01-01T00:00:04,316013431,2015-01-01T00:03:31,366824910
2015-01-01T00:02:24,316013431,2015-01-01T00:03:33,316013431
2015-01-01T00:02:24,316013431,2015-01-01T00:01:13,316013431
2015-01-01T00:02:24,316013431,2015-01-01T00:00:01,366824910
2015-01-01T00:02:24,316013431,2015-01-01T00:03:44,316013539
2015-01-01T00:02:24,316013431,2015-01-01T00:00:06,316024871
2015-01-01T00:02:24,316013431,2015-01-01T00:02:20,366824910
2015-01-01T00:02:24,316013431,2015-01-01T00:04:34,316013431
2015-01-01T00:02:24,316013431,2015-01-01T00:02:35,316013539
2015-01-01T00:02:24,316013431,2015-01-01T00:03:31,366824910
2015-01-01T00:02:24,316013431,2015-01-01T00:00:04,316013431
2015-01-01T00:00:04,316013539,2015-01-01T00:03:33,316013431
2015-01-01T00:00:04,316013539,2015-01-01T00:01:13,316013431
2015-01-01T00:00:04,316013539,2015-01-01T00:00:01,366824910
2015-01-01T00:00:04,316013539,2015-01-01T00:03:44,316013539
2015-01-01T00:00:04,316013539,2015-01-01T00:00:06,316024871
2015-01-01T00:00:04,316013539,2015-01-01T00:02:20,366824910
2015-01-01T00:00:04,316013539,2015-01-01T00:04:34,316013431
2015-01-01T00:00:04,316013539,2015-01-01T00:02:35,316013539
2015-01-01T00:00:04,316013539,2015-01-01T00:03:31,366824910
2015-01-01T00:00:04,316013539,2015-01-01T00:00:04,316013431
2015-01-01T00:00:04,316013539,2015-01-01T00:02:24,316013431
2015-01-01T00:01:10,366824910,2015-01-01T00:03:33,316013431
2015-01-01T00:01:10,366824910,2015-01-01T00:01:13,316013431
2015-01-01T00:01:10,366824910,2015-01-01T00:00:01,366824910
2015-01-01T00:01:10,366824910,2015-01-01T00:03:44,316013539
2015-01-01T00:01:10,366824910,2015-01-01T00:00:06,316024871
2015-01-01T00:01:10,366824910,2015-01-01T00:02:20,366824910
2015-01-01T00:01:10,366824910,2015-01-01T00:04:34,316013431
2015-01-01T00:01:10,366824910,2015-01-01T00:02:35,316013539
2015-01-01T00:01:10,366824910,2015-01-01T00:03:31,366824910
2015-01-01T00:01:10,366824910,2015-01-01T00:00:04,316013431
2015-01-01T00:01:10,366824910,2015-01-01T00:02:24,316013431
2015-01-01T00:01:10,366824910,2015-01-01T00:00:04,316013539
2015-01-01T00:01:24,316013539,2015-01-01T00:03:33,316013431
2015-01-01T00:01:24,316013539,2015-01-01T00:01:13,316013431
2015-01-01T00:01:24,316013539,2015-01-01T00:00:01,366824910
2015-01-01T00:01:24,316013539,2015-01-01T00:03:44,316013539
2015-01-01T00:01:24,316013539,2015-01-01T00:00:06,316024871
2015-01-01T00:01:24,316013539,2015-01-01T00:02:20,366824910
2015-01-01T00:01:24,316013539,2015-01-01T00:04:34,316013431
2015-01-01T00:01:24,316013539,2015-01-01T00:02:35,316013539
2015-01-01T00:01:24,316013539,2015-01-01T00:03:31,366824910
2015-01-01T00:01:24,316013539,2015-01-01T00:00:04,316013431
2015-01-01T00:01:24,316013539,2015-01-01T00:02:24,316013431
2015-01-01T00:01:24,316013539,2015-01-01T00:00:04,316013539
2015-01-01T00:01:24,316013539,2015-01-01T00:01:10,366824910
2015-01-01T00:00:02,316001267,2015-01-01T00:03:33,316013431
2015-01-01T00:00:02,316001267,2015-01-01T00:01:13,316013431
2015-01-01T00:00:02,316001267,2015-01-01T00:00:01,366824910
2015-01-01T00:00:02,316001267,2015-01-01T00:03:44,316013539
2015-01-01T00:00:02,316001267,2015-01-01T00:00:06,316024871
2015-01-01T00:00:02,316001267,2015-01-01T00:02:20,366824910
2015-01-01T00:00:02,316001267,2015-01-01T00:04:34,316013431
2015-01-01T00:00:02,316001267,2015-01-01T00:02:35,316013539
2015-01-01T00:00:02,316001267,2015-01-01T00:03:31,366824910
2015-01-01T00:00:02,316001267,2015-01-01T00:00:04,316013431
2015-01-01T00:00:02,316001267,2015-01-01T00:02:24,316013431
2015-01-01T00:00:02,316001267,2015-01-01T00:00:04,316013539
2015-01-01T00:00:02,316001267,2015-01-01T00:01:10,366824910
2015-01-01T00:00:02,316001267,2015-01-01T00:01:24,316013539
2015-01-01T00:01:08,316001267,2015-01-01T00:03:33,316013431
2015-01-01T00:01:08,316001267,2015-01-01T00:01:13,316013431
2015-01-01T00:01:08,316001267,2015-01-01T00:00:01,366824910
2015-01-01T00:01:08,316001267,2015-01-01T00:03:44,316013539
2015-01-01T00:01:08,316001267,2015-01-01T00:00:06,316024871
2015-01-01T00:01:08,316001267,2015-01-01T00:02:20,366824910
2015-01-01T00:01:08,316001267,2015-01-01T00:04:34,316013431
2015-01-01T00:01:08,316001267,2015-01-01T00:02:35,316013539
2015-01-01T00:01:08,316001267,2015-01-01T00:03:31,366824910
2015-01-01T00:01:08,316001267,2015-01-01T00:00:04,316013431
2015-01-01T00:01:08,316001267,2015-01-01T00:02:24,316013431
2015-01-01T00:01:08,316001267,2015-01-01T00:00:04,316013539
2015-01-01T00:01:08,316001267,2015-01-01T00:01:10,366824910
2015-01-01T00:01:08,316001267,2015-01-01T00:01:24,316013539
2015-01-01T00:01:08,316001267,2015-01-01T00:00:02,316001267
2015-01-01T00:03:43,316001234,2015-01-01T00:03:33,316013431
2015-01-01T00:03:43,316001234,2015-01-01T00:01:13,316013431
2015-01-01T00:03:43,316001234,2015-01-01T00:00:01,366824910
2015-01-01T00:03:43,316001234,2015-01-01T00:03:44,316013539
2015-01-01T00:03:43,316001234,2015-01-01T00:00:06,316024871
2015-01-01T00:03:43,316001234,2015-01-01T00:02:20,366824910
2015-01-01T00:03:43,316001234,2015-01-01T00:04:34,316013431
2015-01-01T00:03:43,316001234,2015-01-01T00:02:35,316013539
2015-01-01T00:03:43,316001234,2015-01-01T00:03:31,366824910
2015-01-01T00:03:43,316001234,2015-01-01T00:00:04,316013431
2015-01-01T00:03:43,316001234,2015-01-01T00:02:24,316013431
2015-01-01T00:03:43,316001234,2015-01-01T00:00:04,316013539
2015-01-01T00:03:43,316001234,2015-01-01T00:01:10,366824910
2015-01-01T00:03:43,316001234,2015-01-01T00:01:24,316013539
2015-01-01T00:03:43,316001234,2015-01-01T00:00:02,316001267
2015-01-01T00:03:43,316001234,2015-01-01T00:01:08,316001267
2015-01-01T00:02:14,316001267,2015-01-01T00:03:33,316013431
2015-01-01T00:02:14,316001267,2015-01-01T00:01:13,316013431
2015-01-01T00:02:14,316001267,2015-01-01T00:00:01,366824910
2015-01-01T00:02:14,316001267,2015-01-01T00:03:44,316013539
2015-01-01T00:02:14,316001267,2015-01-01T00:00:06,316024871
2015-01-01T00:02:14,316001267,2015-01-01T00:02:20,366824910
2015-01-01T00:02:14,316001267,2015-01-01T00:04:34,316013431
2015-01-01T00:02:14,316001267,2015-01-01T00:02:35,316013539
2015-01-01T00:02:14,316001267,2015-01-01T00:03:31,366824910
2015-01-01T00:02:14,316001267,2015-01-01T00:00:04,316013431
2015-01-01T00:02:14,316001267,2015-01-01T00:02:24,316013431
2015-01-01T00:02:14,316001267,2015-01-01T00:00:04,316013539
2015-01-01T00:02:14,316001267,2015-01-01T00:01:10,366824910
2015-01-01T00:02:14,316001267,2015-01-01T00:01:24,316013539
2015-01-01T00:02:14,316001267,2015-01-01T00:00:02,316001267
2015-01-01T00:02:14,316001267,2015-01-01T00:01:08,316001267
2015-01-01T00:02:14,316001267,2015-01-01T00:03:43,316001234
2015-01-01T00:04:25,316001267,2015-01-01T00:03:33,316013431
2015-01-01T00:04:25,316001267,2015-01-01T00:01:13,316013431
2015-01-01T00:04:25,316001267,2015-01-01T00:00:01,366824910
2015-01-01T00:04:25,316001267,2015-01-01T00:03:44,316013539
2015-01-01T00:04:25,316001267,2015-01-01T00:00:06,316024871
2015-01-01T00:04:25,316001267,2015-01-01T00:02:20,366824910
2015-01-01T00:04:25,316001267,2015-01-01T00:04:34,316013431
2015-01-01T00:04:25,316001267,2015-01-01T00:02:35,316013539
2015-01-01T00:04:25,316001267,2015-01-01T00:03:31,366824910
2015-01-01T00:04:25,316001267,2015-01-01T00:00:04,316013431
2015-01-01T00:04:25,316001267,2015-01-01T00:02:24,316013431
2015-01-01T00:04:25,316001267,2015-01-01T00:00:04,316013539
2015-01-01T00:04:25,316001267,2015-01-01T00:01:10,366824910
2015-01-01T00:04:25,316001267,2015-01-01T00:01:24,316013539
2015-01-01T00:04:25,316001267,2015-01-01T00:00:02,316001267
2015-01-01T00:04:25,316001267,2015-01-01T00:01:08,316001267
2015-01-01T00:04:25,316001267,2015-01-01T00:03:43,316001234
2015-01-01T00:04:25,316001267,2015-01-01T00:02:14,316001267
2015-01-01T00:03:20,316001267,2015-01-01T00:03:33,316013431
2015-01-01T00:03:20,316001267,2015-01-01T00:01:13,316013431
2015-01-01T00:03:20,316001267,2015-01-01T00:00:01,366824910
2015-01-01T00:03:20,316001267,2015-01-01T00:03:44,316013539
2015-01-01T00:03:20,316001267,2015-01-01T00:00:06,316024871
2015-01-01T00:03:20,316001267,2015-01-01T00:02:20,366824910
2015-01-01T00:03:20,316001267,2015-01-01T00:04:34,316013431
2015-01-01T00:03:20,316001267,2015-01-01T00:02:35,316013539
2015-01-01T00:03:20,316001267,2015-01-01T00:03:31,366824910
2015-01-01T00:03:20,316001267,2015-01-01T00:00:04,316013431
2015-01-01T00:03:20,316001267,2015-01-01T00:02:24,316013431
2015-01-01T00:03:20,316001267,2015-01-01T00:00:04,316013539
2015-01-01T00:03:20,316001267,2015-01-01T00:01:10,366824910
2015-01-01T00:03:20,316001267,2015-01-01T00:01:24,316013539
2015-01-01T00:03:20,316001267,2015-01-01T00:00:02,316001267
2015-01-01T00:03:20,316001267,2015-01-01T00:01:08,316001267
2015-01-01T00:03:20,316001267,2015-01-01T00:03:43,316001234
2015-01-01T00:03:20,316001267,2015-01-01T00:02:14,316001267
2015-01-01T00:03:20,316001267,2015-01-01T00:04:25,316001267
2015-01-01T00:02:41,316001234,2015-01-01T00:03:33,316013431
2015-01-01T00:02:41,316001234,2015-01-01T00:01:13,316013431
2015-01-01T00:02:41,316001234,2015-01-01T00:00:01,366824910
2015-01-01T00:02:41,316001234,2015-01-01T00:03:44,316013539
2015-01-01T00:02:41,316001234,2015-01-01T00:00:06,316024871
2015-01-01T00:02:41,316001234,2015-01-01T00:02:20,366824910
2015-01-01T00:02:41,316001234,2015-01-01T00:04:34,316013431
2015-01-01T00:02:41,316001234,2015-01-01T00:02:35,316013539
2015-01-01T00:02:41,316001234,2015-01-01T00:03:31,366824910
2015-01-01T00:02:41,316001234,2015-01-01T00:00:04,316013431
2015-01-01T00:02:41,316001234,2015-01-01T00:02:24,316013431
2015-01-01T00:02:41,316001234,2015-01-01T00:00:04,316013539
2015-01-01T00:02:41,316001234,2015-01-01T00:01:10,366824910
2015-01-01T00:02:41,316001234,2015-01-01T00:01:24,316013539
2015-01-01T00:02:41,316001234,2015-01-01T00:00:02,316001267
2015-01-01T00:02:41,316001234,2015-01-01T00:01:08,316001267
2015-01-01T00:02:41,316001234,2015-01-01T00:03:43,316001234
2015-01-01T00:02:41,316001234,2015-01-01T00:02:14,316001267
2015-01-01T00:02:41,316001234,2015-01-01T00:04:25,316001267
2015-01-01T00:02:41,316001234,2015-01-01T00:03:20,316001267
2015-01-01T00:00:19,316001234,2015-01-01T00:03:33,316013431
2015-01-01T00:00:19,316001234,2015-01-01T00:01:13,316013431
2015-01-01T00:00:19,316001234,2015-01-01T00:00:01,366824910
2015-01-01T00:00:19,316001234,2015-01-01T00:03:44,316013539
2015-01-01T00:00:19,316001234,2015-01-01T00:00:06,316024871
2015-01-01T00:00:19,316001234,2015-01-01T00:02:20,366824910
2015-01-01T00:00:19,316001234,2015-01-01T00:04:34,316013431
2015-01-01T00:00:19,316001234,2015-01-01T00:02:35,316013539
2015-01-01T00:00:19,316001234,2015-01-01T00:03:31,366824910
2015-01-01T00:00:19,316001234,2015-01-01T00:00:04,316013431
2015-01-01T00:00:19,316001234,2015-01-01T00:02:24,316013431
2015-01-01T00:00:19,316001234,2015-01-01T00:00:04,316013539
2015-01-01T00:00:19,316001234,2015-01-01T00:01:10,366824910
2015-01-01T00:00:19,316001234,2015-01-01T00:01:24,316013539
2015-01-01T00:00:19,316001234,2015-01-01T00:00:02,316001267
2015-01-01T00:00:19,316001234,2015-01-01T00:01:08,316001267
2015-01-01T00:00:19,316001234,2015-01-01T00:03:43,316001234
2015-01-01T00:00:19,316001234,2015-01-01T00:02:14,316001267
2015-01-01T00:00:19,316001234,2015-01-01T00:04:25,316001267
2015-01-01T00:00:19,316001234,2015-01-01T00:03:20,316001267
2015-01-01T00:00:19,316001234,2015-01-01T00:02:41,316001234
2015-01-01T00:01:30,316001234,2015-01-01T00:03:33,316013431
2015-01-01T00:01:30,316001234,2015-01-01T00:01:13,316013431
2015-01-01T00:01:30,316001234,2015-01-01T00:00:01,366824910
2015-01-01T00:01:30,316001234,2015-01-01T00:03:44,316013539
2015-01-01T00:01:30,316001234,2015-01-01T00:00:06,316024871
2015-01-01T00:01:30,316001234,2015-01-01T00:02:20,366824910
2015-01-01T00:01:30,316001234,2015-01-01T00:04:34,316013431
2015-01-01T00:01:30,316001234,2015-01-01T00:02:35,316013539
2015-01-01T00:01:30,316001234,2015-01-01T00:03:31,366824910
2015-01-01T00:01:30,316001234,2015-01-01T00:00:04,316013431
2015-01-01T00:01:30,316001234,2015-01-01T00:02:24,316013431
2015-01-01T00:01:30,316001234,2015-01-01T00:00:04,316013539
2015-01-01T00:01:30,316001234,2015-01-01T00:01:10,366824910
2015-01-01T00:01:30,316001234,2015-01-01T00:01:24,316013539
2015-01-01T00:01:30,316001234,2015-01-01T00:00:02,316001267
2015-01-01T00:01:30,316001234,2015-01-01T00:01:08,316001267
2015-01-01T00:01:30,316001234,2015-01-01T00:03:43,316001234
2015-01-01T00:01:30,316001234,2015-01-01T00:02:14,316001267
2015-01-01T00:01:30,316001234,2015-01-01T00:04:25,316001267
2015-01-01T00:01:30,316001234,2015-01-01T00:03:20,316001267
2015-01-01T00:01:30,316001234,2015-01-01T00:02:41,316001234
2015-01-01T00:01:30,316001234,2015-01-01T00:00:19,316001234
2015-01-01T00:00:06,367309360,2015-01-01T00:00:02,564900000
2015-01-01T00:01:15,367459090,2015-01-01T00:00:02,564900000
2015-01-01T00:01:15,367459090,2015-01-01T00:00:06,367309360
2015-01-01T00:01:16,367309360,2015-01-01T00:00:02,564900000
2015-01-01T00:01:16,367309360,2015-01-01T00:00:06,367309360
2015-01-01T00:01:16,367309360,2015-01-01T00:01:15,367459090
2015-01-01T00:02:28,367309360,2015-01-01T00:00:02,564900000
2015-01-01T00:02:28,367309360,2015-01-01T00:00:06,367309360
2015-01-01T00:02:28,367309360,2015-01-01T00:01:15,367459090
2015-01-01T00:02:28,367309360,2015-01-01T00:01:16,367309360
2015-01-01T00:03:31,316009842,2015-01-01T00:00:02,564900000
2015-01-01T00:03:31,316009842,2015-01-01T00:00:06,367309360
2015-01-01T00:03:31,316009842,2015-01-01T00:01:15,367459090
2015-01-01T00:03:31,316009842,2015-01-01T00:01:16,367309360
2015-01-01T00:03:31,316009842,2015-01-01T00:02:28,367309360
2015-01-01T00:02:21,316009842,2015-01-01T00:00:02,564900000
2015-01-01T00:02:21,316009842,2015-01-01T00:00:06,367309360
2015-01-01T00:02:21,316009842,2015-01-01T00:01:15,367459090
2015-01-01T00:02:21,316009842,2015-01-01T00:01:16,367309360
2015-01-01T00:02:21,316009842,2015-01-01T00:02:28,367309360
2015-01-01T00:02:21,316009842,2015-01-01T00:03:31,316009842
2015-01-01T00:00:10,316003871,2015-01-01T00:00:02,564900000
2015-01-01T00:00:10,316003871,2015-01-01T00:00:06,367309360
2015-01-01T00:00:10,316003871,2015-01-01T00:01:15,367459090
2015-01-01T00:00:10,316003871,2015-01-01T00:01:16,367309360
2015-01-01T00:00:10,316003871,2015-01-01T00:02:28,367309360
2015-01-01T00:00:10,316003871,2015-01-01T00:03:31,316009842
2015-01-01T00:00:10,316003871,2015-01-01T00:02:21,316009842
2015-01-01T00:01:13,316027733,2015-01-01T00:00:02,564900000
2015-01-01T00:01:13,316027733,2015-01-01T00:00:06,367309360
2015-01-01T00:01:13,316027733,2015-01-01T00:01:15,367459090
2015-01-01T00:01:13,316027733,2015-01-01T00:01:16,367309360
2015-01-01T00:01:13,316027733,2015-01-01T00:02:28,367309360
2015-01-01T00:01:13,316027733,2015-01-01T00:03:31,316009842
2015-01-01T00:01:13,316027733,2015-01-01T00:02:21,316009842
2015-01-01T00:01:13,316027733,2015-01-01T00:00:10,316003871
2015-01-01T00:03:44,316027733,2015-01-01T00:00:02,564900000
2015-01-01T00:03:44,316027733,2015-01-01T00:00:06,367309360
2015-01-01T00:03:44,316027733,2015-01-01T00:01:15,367459090
2015-01-01T00:03:44,316027733,2015-01-01T00:01:16,367309360
2015-01-01T00:03:44,316027733,2015-01-01T00:02:28,367309360
2015-01-01T00:03:44,316027733,2015-01-01T00:03:31,316009842
2015-01-01T00:03:44,316027733,2015-01-01T00:02:21,316009842
2015-01-01T00:03:44,316027733,2015-01-01T00:00:10,316003871
2015-01-01T00:03:44,316027733,2015-01-01T00:01:13,316027733
2015-01-01T00:03:37,367309360,2015-01-01T00:00:02,564900000
2015-01-01T00:03:37,367309360,2015-01-01T00:00:06,367309360
2015-01-01T00:03:37,367309360,2015-01-01T00:01:15,367459090
2015-01-01T00:03:37,367309360,2015-01-01T00:01:16,367309360
2015-01-01T00:03:37,367309360,2015-01-01T00:02:28,367309360
2015-01-01T00:03:37,367309360,2015-01-01T00:03:31,316009842
2015-01-01T00:03:37,367309360,2015-01-01T00:02:21,316009842
2015-01-01T00:03:37,367309360,2015-01-01T00:00:10,316003871
2015-01-01T00:03:37,367309360,2015-01-01T00:01:13,316027733
2015-01-01T00:03:37,367309360,2015-01-01T00:03:44,316027733
2015-01-01T00:00:08,316018851,2015-01-01T00:00:02,564900000
2015-01-01T00:00:08,316018851,2015-01-01T00:00:06,367309360
2015-01-01T00:00:08,316018851,2015-01-01T00:01:15,367459090
2015-01-01T00:00:08,316018851,2015-01-01T00:01:16,367309360
2015-01-01T00:00:08,316018851,2015-01-01T00:02:28,367309360
2015-01-01T00:00:08,316018851,2015-01-01T00:03:31,316009842
2015-01-01T00:00:08,316018851,2015-01-01T00:02:21,316009842
2015-01-01T00:00:08,316018851,2015-01-01T00:00:10,316003871
2015-01-01T00:00:08,316018851,2015-01-01T00:01:13,316027733
2015-01-01T00:00:08,316018851,2015-01-01T00:03:44,316027733
2015-01-01T00:00:08,316018851,2015-01-01T00:03:37,367309360
2015-01-01T00:01:38,316018851,2015-01-01T00:00:02,564900000
2015-01-01T00:01:38,316018851,2015-01-01T00:00:06,367309360
2015-01-01T00:01:38,316018851,2015-01-01T00:01:15,367459090
2015-01-01T00:01:38,316018851,2015-01-01T00:01:16,367309360
2015-01-01T00:01:38,316018851,2015-01-01T00:02:28,367309360
2015-01-01T00:01:38,316018851,2015-01-01T00:03:31,316009842
2015-01-01T00:01:38,316018851,2015-01-01T00:02:21,316009842
2015-01-01T00:01:38,316018851,2015-01-01T00:00:10,316003871
2015-01-01T00:01:38,316018851,2015-01-01T00:01:13,316027733
2015-01-01T00:01:38,316018851,2015-01-01T00:03:44,316027733
2015-01-01T00:01:38,316018851,2015-01-01T00:03:37,367309360
2015-01-01T00:01:38,316018851,2015-01-01T00:00:08,316018851
2015-01-01T00:02:25,316011651,2015-01-01T00:00:02,564900000
2015-01-01T00:02:25,316011651,2015-01-01T00:00:06,367309360
2015-01-01T00:02:25,316011651,2015-01-01T00:01:15,367459090
2015-01-01T00:02:25,316011651,2015-01-01T00:01:16,367309360
2015-01-01T00:02:25,316011651,2015-01-01T00:02:28,367309360
2015-01-01T00:02:25,316011651,2015-01-01T00:03:31,316009842
2015-01-01T00:02:25,316011651,2015-01-01T00:02:21,316009842
2015-01-01T00:02:25,316011651,2015-01-01T00:00:10,316003871
2015-01-01T00:02:25,316011651,2015-01-01T00:01:13,316027733
2015-01-01T00:02:25,316011651,2015-01-01T00:03:44,316027733
2015-01-01T00:02:25,316011651,2015-01-01T00:03:37,367309360
2015-01-01T00:02:25,316011651,2015-01-01T00:00:08,316018851
2015-01-01T00:02:25,316011651,2015-01-01T00:01:38,316018851
2015-01-01T00:03:33,316005721,2015-01-01T00:00:02,564900000
2015-01-01T00:03:33,316005721,2015-01-01T00:00:06,367309360
2015-01-01T00:03:33,316005721,2015-01-01T00:01:15,367459090
2015-01-01T00:03:33,316005721,2015-01-01T00:01:16,367309360
2015-01-01T00:03:33,316005721,2015-01-01T00:02:28,367309360
2015-01-01T00:03:33,316005721,2015-01-01T00:03:31,316009842
2015-01-01T00:03:33,316005721,2015-01-01T00:02:21,316009842
2015-01-01T00:03:33,316005721,2015-01-01T00:00:10,316003871
2015-01-01T00:03:33,316005721,2015-01-01T00:01:13,316027733
2015-01-01T00:03:33,316005721,2015-01-01T00:03:44,316027733
2015-01-01T00:03:33,316005721,2015-01-01T00:03:37,367309360
2015-01-01T00:03:33,316005721,2015-01-01T00:00:08,316018851
2015-01-01T00:03:33,316005721,2015-01-01T00:01:38,316018851
2015-01-01T00:03:33,316005721,2015-01-01T00:02:25,316011651
2015-01-01T00:00:18,316013835,2015-01-01T00:00:02,564900000
2015-01-01T00:00:18,316013835,2015-01-01T00:00:06,367309360
2015-01-01T00:00:18,316013835,2015-01-01T00:01:15,367459090
2015-01-01T00:00:18,316013835,2015-01-01T00:01:16,367309360
2015-01-01T00:00:18,316013835,2015-01-01T00:02:28,367309360
2015-01-01T00:00:18,316013835,2015-01-01T00:03:31,316009842
2015-01-01T00:00:18,316013835,2015-01-01T00:02:21,316009842
2015-01-01T00:00:18,316013835,2015-01-01T00:00:10,316003871
2015-01-01T00:00:18,316013835,2015-01-01T00:01:13,316027733
2015-01-01T00:00:18,316013835,2015-01-01T00:03:44,316027733
2015-01-01T00:00:18,316013835,2015-01-01T00:03:37,367309360
2015-01-01T00:00:18,316013835,2015-01-01T00:00:08,316018851
2015-01-01T00:00:18,316013835,2015-01-01T00:01:38,316018851
2015-01-01T00:00:18,316013835,2015-01-01T00:02:25,316011651
2015-01-01T00:00:18,316013835,2015-01-01T00:03:33,316005721
2015-01-01T00:00:02,316005721,2015-01-01T00:00:02,564900000
2015-01-01T00:00:02,316005721,2015-01-01T00:00:06,367309360
2015-01-01T00:00:02,316005721,2015-01-01T00:01:15,367459090
2015-01-01T00:00:02,316005721,2015-01-01T00:01:16,367309360
2015-01-01T00:00:02,316005721,2015-01-01T00:02:28,367309360
2015-01-01T00:00:02,316005721,2015-01-01T00:03:31,316009842
2015-01-01T00:00:02,316005721,2015-01-01T00:02:21,316009842
2015-01-01T00:00:02,316005721,2015-01-01T00:00:10,316003871
2015-01-01T00:00:02,316005721,2015-01-01T00:01:13,316027733
2015-01-01T00:00:02,316005721,2015-01-01T00:03:44,316027733
2015-01-01T00:00:02,316005721,2015-01-01T00:03:37,367309360
2015-01-01T00:00:02,316005721,2015-01-01T00:00:08,316018851
2015-01-01T00:00:02,316005721,2015-01-01T00:01:38,316018851
2015-01-01T00:00:02,316005721,2015-01-01T00:02:25,316011651
2015-01-01T00:00:02,316005721,2015-01-01T00:03:33,316005721
